Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
MELTF		10	10	1066	0.9%	No
PRKAR1A		5	5	1066	0.5%	Yes
ZNF598		3	3	1066	0.3%	No
PRKAR1B		1	1	1066	<0.1%	No
SPOCD1		4	4	1066	0.4%	No
PRKAR2A		4	4	1066	0.4%	No
TFDP3		8	6	1066	0.6%	No
BET1L		1	1	1066	<0.1%	No
UBAP1		5	5	1066	0.5%	No
KLF3		3	3	1066	0.3%	Yes
MANSC4		1	1	1066	<0.1%	No
ZNF571		3	3	1066	0.3%	No
PLCZ1		10	7	1066	0.7%	No
IER5		1	1	1066	<0.1%	No
DNAJC27		2	2	1066	0.2%	No
PRKACA		6	6	1066	0.6%	Yes
TAT		4	4	1066	0.4%	No
SEC16B		16	15	1066	1.4%	No
MFAP1		6	5	1066	0.5%	No
PRKACB		2	2	1066	0.2%	No
TARS1		10	9	1066	0.8%	No
C1RL		7	7	1066	0.7%	No
PRKACG		4	4	1066	0.4%	No
MFAP3		1	1	1066	<0.1%	No
PKIA		1	1	1066	<0.1%	No
MFAP4		1	1	1066	<0.1%	No
PRKCD		5	5	1066	0.5%	No
DYNC2I2		3	3	1066	0.3%	No
SCGB2A2		2	2	1066	0.2%	No
PRKCE		8	8	1066	0.8%	No
KBTBD6		6	5	1066	0.5%	No
PRKCG		2	2	1066	0.2%	No
PRKCH		5	5	1066	0.5%	No
MIA2		18	18	1066	1.7%	No
PRKCI		3	3	1066	0.3%	Yes
KITLG		4	4	1066	0.4%	No
PKN1		3	3	1066	0.3%	No
MGMT		2	2	1066	0.2%	No
PKN2		8	7	1066	0.7%	No
GIGYF1		6	6	1066	0.6%	No
PRKD1		10	10	1066	0.9%	Yes
MOSPD3		2	2	1066	0.2%	No
ANKMY1		5	5	1066	0.5%	No
GOLM1		2	2	1066	0.2%	No
BFAR		2	2	1066	0.2%	No
SCAND1		1	1	1066	<0.1%	No
RASL12		1	1	1066	<0.1%	No
TLR7		17	17	1066	1.6%	No
COA4		1	1	1066	<0.1%	No
CEND1		1	1	1066	<0.1%	No
RXFP3		3	3	1066	0.3%	No
SCGB2A1		2	2	1066	0.2%	No
PRKAR2B		5	5	1066	0.5%	No
PRKCA		6	6	1066	0.6%	No
MGAT3		5	4	1066	0.4%	No
PRKCB		10	9	1066	0.8%	No
MGAT5		8	8	1066	0.8%	No
PRKDC		32	27	1066	2.5%	Yes
CIITA		7	7	1066	0.7%	Yes
PRKG1		7	6	1066	0.6%	No
PRKG2		13	12	1066	1.1%	No
DMAC1		1	1	1066	<0.1%	No
MAPK1		2	2	1066	0.2%	Yes
MAPK3		1	1	1066	<0.1%	Yes
MAPK4		7	7	1066	0.7%	No
MAPK6		6	6	1066	0.6%	No
CD99		5	5	1066	0.5%	No
MAPK7		3	2	1066	0.2%	No
ZNF697		3	3	1066	0.3%	No
ERGIC2		1	1	1066	<0.1%	No
GMPR2		2	2	1066	0.2%	No
PRKCZ		2	2	1066	0.2%	No
GMIP		4	3	1066	0.3%	No
PCDH12		6	6	1066	0.6%	No
SLC15A3		2	2	1066	0.2%	No
ECSIT		2	2	1066	0.2%	No
THEG		4	4	1066	0.4%	No
BPIFA1		1	1	1066	<0.1%	No
NRN1		1	1	1066	<0.1%	No
IFTAP		2	2	1066	0.2%	No
PRKCQ		10	10	1066	0.9%	No
MGST2		1	1	1066	<0.1%	No
PRKCSH		3	3	1066	0.3%	No
ZNF628		3	3	1066	0.3%	No
IL33		6	5	1066	0.5%	No
MGST3		1	1	1066	<0.1%	No
SLAMF9		3	3	1066	0.3%	No
FATE1		3	3	1066	0.3%	No
LHX4		5	4	1066	0.4%	No
MICB		3	3	1066	0.3%	No
MAPK8		3	3	1066	0.3%	No
CXCL9		1	1	1066	<0.1%	No
MIP		1	1	1066	<0.1%	No
MIPEP		5	5	1066	0.5%	No
MITF		4	4	1066	0.4%	Yes
ATXN3		6	6	1066	0.6%	No
MKI67		26	21	1066	2.0%	Yes
MKLN1		5	4	1066	0.4%	No
MID1		9	9	1066	0.8%	No
MAP3K9		7	6	1066	0.6%	No
MAP3K10		7	7	1066	0.7%	No
MLN		1	1	1066	<0.1%	No
MAP3K11		6	5	1066	0.5%	No
KMT2A		27	22	1066	2.1%	Yes
ADAD1		8	8	1066	0.8%	No
MLLT1		3	3	1066	0.3%	Yes
AFF1		14	13	1066	1.2%	Yes
USP41		1	1	1066	<0.1%	No
MLF1		3	3	1066	0.3%	Yes
MLH1		9	8	1066	0.8%	Yes
RIPPLY3		3	3	1066	0.3%	No
FXYD5		4	4	1066	0.4%	No
P2RY13		8	8	1066	0.8%	No
GMEB2		2	2	1066	0.2%	No
ZFP42		2	2	1066	0.2%	No
PITPNC1		5	5	1066	0.5%	No
SPAG8		1	1	1066	<0.1%	No
CCDC127		2	2	1066	0.2%	No
FGFRL1		3	3	1066	0.3%	No
GPR84		7	7	1066	0.7%	No
IL20RA		2	2	1066	0.2%	No
C11ORF24		4	4	1066	0.4%	No
GPR87		3	3	1066	0.3%	No
C12ORF60		1	1	1066	<0.1%	No
NUP43		5	5	1066	0.5%	No
IGLJ1		2	2	1066	0.2%	No
IGLC7		2	2	1066	0.2%	No
CDHR5		5	2	1066	0.2%	No
TMCO5A		1	1	1066	<0.1%	No
CLDN22		2	2	1066	0.2%	No
SPATA8		1	1	1066	<0.1%	No
H1-9P		1	1	1066	<0.1%	No
CAMSAP1		18	13	1066	1.2%	No
HCN1		9	9	1066	0.8%	No
LINC02907		1	1	1066	<0.1%	No
CPEB1		8	7	1066	0.7%	No
NRG4		1	1	1066	<0.1%	No
IGLV2-8		2	2	1066	0.2%	No
IGLV2-33		1	1	1066	<0.1%	No
IGLV2-14		1	1	1066	<0.1%	No
IGLV2-23		3	2	1066	0.2%	No
TEKT3		2	2	1066	0.2%	No
ZDHHC2		1	1	1066	<0.1%	No
OR51A7		4	4	1066	0.4%	No
CPA4		2	2	1066	0.2%	No
NUSAP1		2	2	1066	0.2%	No
DDX47		3	3	1066	0.3%	No
ACP6		5	5	1066	0.5%	No
TACO1		1	1	1066	<0.1%	No
DUSP13		1	1	1066	<0.1%	No
GP6		3	3	1066	0.3%	No
RAB9B		8	7	1066	0.7%	No
CLDN18		2	2	1066	0.2%	No
IGLV1-47		1	1	1066	<0.1%	No
IGLV1-51		1	1	1066	<0.1%	No
IGLV1-40		2	2	1066	0.2%	No
OR52E2		1	1	1066	<0.1%	No
OR52J3		5	5	1066	0.5%	No
PPP1R3F		3	3	1066	0.3%	No
LUZP4		5	5	1066	0.5%	No
TAFA1		1	1	1066	<0.1%	No
NKAIN3		2	2	1066	0.2%	No
PPP1R42		3	3	1066	0.3%	No
KHDC1L		1	1	1066	<0.1%	No
ZNF474		2	2	1066	0.2%	No
TCTE1		4	4	1066	0.4%	No
ARHGAP11B		1	1	1066	<0.1%	No
ZNF219		2	2	1066	0.2%	No
ABI3		1	1	1066	<0.1%	No
ELOA2		7	7	1066	0.7%	No
CHRFAM7A		3	3	1066	0.3%	No
IGLV3-1		1	1	1066	<0.1%	No
CD300LD		2	2	1066	0.2%	No
IGLV3-12		1	1	1066	<0.1%	No
PHF20		10	9	1066	0.8%	No
CRIM1		8	8	1066	0.8%	No
VRK3		5	5	1066	0.5%	No
EMC4		2	2	1066	0.2%	No
DRICH1		4	4	1066	0.4%	No
NIPAL4		5	5	1066	0.5%	No
MZB1		4	2	1066	0.2%	No
ANKRD39		1	1	1066	<0.1%	No
ANGEL2		4	4	1066	0.4%	No
SLC6A18		3	3	1066	0.3%	No
SGSM1		16	14	1066	1.3%	No
ZPLD1		8	8	1066	0.8%	No
SNRNP48		4	4	1066	0.4%	No
PLA2G2D		2	2	1066	0.2%	No
ANO5		11	11	1066	1.0%	No
SPIN3		2	2	1066	0.2%	No
FBXO4		4	4	1066	0.4%	No
FBXO5		2	2	1066	0.2%	No
ANKRD24		7	7	1066	0.7%	No
ZNF721		9	8	1066	0.8%	No
FBXO3		4	4	1066	0.4%	No
VPS33B		5	5	1066	0.5%	No
KLLN		1	1	1066	<0.1%	No
HIBCH		4	4	1066	0.4%	No
SACS		34	24	1066	2.3%	No
TINF2		1	1	1066	<0.1%	No
FBXO6		1	1	1066	<0.1%	No
LYZL4		2	2	1066	0.2%	No
DOCK8-AS1		1	1	1066	<0.1%	No
KLHL40		3	3	1066	0.3%	No
ZNF431		9	8	1066	0.8%	No
ZNF525		2	2	1066	0.2%	No
CLDN17		4	4	1066	0.4%	No
ERAL1		1	1	1066	<0.1%	No
ANKRD2		3	3	1066	0.3%	No
TENT5D		4	4	1066	0.4%	No
ARFGAP3		4	3	1066	0.3%	No
PPP1R18		1	1	1066	<0.1%	No
AK5		7	7	1066	0.7%	No
IL1RAPL2		4	4	1066	0.4%	No
ZNF280A		3	3	1066	0.3%	No
BLOC1S6		3	3	1066	0.3%	No
FBXW8		7	7	1066	0.7%	No
KCNG2		2	2	1066	0.2%	No
OPTC		3	2	1066	0.2%	No
BMPER		6	6	1066	0.6%	No
CLEC4E		3	3	1066	0.3%	No
CABYR		5	5	1066	0.5%	No
FBXL14		4	4	1066	0.4%	No
FBXO8		1	1	1066	<0.1%	No
FBXO9		1	1	1066	<0.1%	No
KHDRBS2		5	5	1066	0.5%	No
CACUL1		2	2	1066	0.2%	No
FBXO24		5	5	1066	0.5%	No
FBXO25		5	5	1066	0.5%	No
FBXO22		2	2	1066	0.2%	No
OR51F2		6	5	1066	0.5%	No
TSPAN17		3	3	1066	0.3%	No
OR52R1		3	2	1066	0.2%	No
SLC16A13		2	1	1066	<0.1%	No
FBXO10		4	4	1066	0.4%	No
SLC13A4		3	3	1066	0.3%	No
C10ORF82		1	1	1066	<0.1%	No
FAM168B		2	2	1066	0.2%	No
EMID1		3	3	1066	0.3%	No
FBXL4		4	4	1066	0.4%	No
LINC01558		1	1	1066	<0.1%	No
LCE2B		3	3	1066	0.3%	No
IGKV1D-43		1	1	1066	<0.1%	No
IGKV1D-42		2	2	1066	0.2%	No
TIAM2		14	13	1066	1.2%	No
SPEM2		4	4	1066	0.4%	No
FBXO2		2	2	1066	0.2%	No
FBXL9P		1	1	1066	<0.1%	No
IGKV1D-33		1	1	1066	<0.1%	No
FBXL5		5	5	1066	0.5%	No
FBXL6		3	3	1066	0.3%	No
LIN54		7	7	1066	0.7%	No
OR2L2		8	7	1066	0.7%	No
KLHL3		3	3	1066	0.3%	No
OR2K2		4	3	1066	0.3%	No
LRRC45		4	4	1066	0.4%	No
OR2M4		1	1	1066	<0.1%	No
TMEM9		2	2	1066	0.2%	No
SPATA18		3	3	1066	0.3%	No
IGKV3D-15		2	2	1066	0.2%	No
IGKV3D-11		1	1	1066	<0.1%	No
OR1J4		1	1	1066	<0.1%	No
IGKV6D-21		2	2	1066	0.2%	No
SLC39A11		1	1	1066	<0.1%	No
IGKV3D-20		5	5	1066	0.5%	No
OR2B6		4	4	1066	0.4%	No
OR2F1		4	3	1066	0.3%	No
ICA1L		5	5	1066	0.5%	No
ARL5A		1	1	1066	<0.1%	No
FBXL3		3	2	1066	0.2%	No
B3GAT3		1	1	1066	<0.1%	No
STAP1		4	4	1066	0.4%	No
IGKV2D-30		2	2	1066	0.2%	No
SERPINA7		4	4	1066	0.4%	No
FAM153B		6	6	1066	0.6%	No
TBCE		6	6	1066	0.6%	No
TBP		7	6	1066	0.6%	No
TBL1X		7	7	1066	0.7%	No
TBX2		1	1	1066	<0.1%	No
CNTN2		9	9	1066	0.8%	No
TBCA		1	1	1066	<0.1%	No
TAFAZZIN		1	1	1066	<0.1%	No
TBCD		10	9	1066	0.8%	No
TBCC		6	6	1066	0.6%	No
MMS22L		6	6	1066	0.6%	No
TCEA1		4	4	1066	0.4%	Yes
TBXAS1		5	5	1066	0.5%	No
TCEA2		1	1	1066	<0.1%	No
TBX6		2	2	1066	0.2%	No
TBX5		6	5	1066	0.5%	No
TBX15		6	5	1066	0.5%	No
TBXA2R		1	1	1066	<0.1%	No
WASHC2C		10	8	1066	0.8%	No
HNF1B		6	6	1066	0.6%	No
HNF1A		5	5	1066	0.5%	Yes
TCF3		2	2	1066	0.2%	Yes
RANBP3L		3	3	1066	0.3%	No
TCEA3		3	2	1066	0.2%	No
ELOC		1	1	1066	<0.1%	Yes
ELOA		6	6	1066	0.6%	No
ELOB		2	2	1066	0.2%	No
TBX3		33	33	1066	3.1%	Yes
TCF4		10	10	1066	0.9%	No
ZNF354A		2	2	1066	0.2%	No
ERVMER34-1		5	5	1066	0.5%	No
MAP2K5		4	4	1066	0.4%	No
MAP2K6		3	3	1066	0.3%	No
TCF12		7	7	1066	0.7%	Yes
MAP2K7		2	2	1066	0.2%	No
MAPK9		2	2	1066	0.2%	No
MAPK10		7	7	1066	0.7%	No
TCF7		3	3	1066	0.3%	No
MAPK13		3	3	1066	0.3%	No
ZEB1		9	9	1066	0.8%	No
MAP2K1		4	4	1066	0.4%	Yes
TCF7L2		4	4	1066	0.4%	Yes
MAP2K2		3	3	1066	0.3%	Yes
MAP2K3		4	4	1066	0.4%	No
GCFC2		4	4	1066	0.4%	No
TCP1		2	2	1066	0.2%	No
CCDC138		5	5	1066	0.5%	No
PRLR		4	4	1066	0.4%	No
PRM1		1	1	1066	<0.1%	No
TCOF1		4	4	1066	0.4%	No
EIF2AK2		5	4	1066	0.4%	No
TCF20		10	10	1066	0.9%	No
DNAJC3		7	7	1066	0.7%	No
TCF19		1	1	1066	<0.1%	No
THAP12		10	10	1066	0.9%	No
VPS72		3	3	1066	0.3%	No
PRKX		5	5	1066	0.5%	No
TCF21		2	2	1066	0.2%	No
MLX		2	2	1066	0.2%	No
AGO4		8	8	1066	0.8%	No
TCN2		3	3	1066	0.3%	No
TCN1		5	5	1066	0.5%	No
MLLT3		4	4	1066	0.4%	Yes
PRPS1		1	1	1066	<0.1%	No
BBS12		1	1	1066	<0.1%	No
SPATA5		5	5	1066	0.5%	No
PROX1		13	11	1066	1.0%	No
TCP10L3		4	4	1066	0.4%	No
PROC		3	3	1066	0.3%	No
TCP11		4	3	1066	0.3%	No
PRODH		2	2	1066	0.2%	No
PROP1		1	1	1066	<0.1%	No
TRAV6		3	3	1066	0.3%	No
PROS1		8	8	1066	0.8%	No
WDR27		1	1	1066	<0.1%	No
TRGJP		1	1	1066	<0.1%	No
LGMN		4	4	1066	0.4%	No
MME		4	4	1066	0.4%	No
TRGJP2		1	1	1066	<0.1%	No
ADGRF3		4	4	1066	0.4%	No
AFDN		22	20	1066	1.9%	Yes
MLLT6		6	6	1066	0.6%	Yes
EBF3		5	5	1066	0.5%	No
FOXO4		6	6	1066	0.6%	Yes
PRPS2		3	3	1066	0.3%	No
TRGC1		3	3	1066	0.3%	No
PRPSAP1		2	2	1066	0.2%	No
PRPSAP2		4	4	1066	0.4%	No
NR3C2		8	8	1066	0.8%	No
TRGC2		1	1	1066	<0.1%	No
PRRG1		3	2	1066	0.2%	No
TRPM1		13	9	1066	0.8%	No
PRRG2		1	1	1066	<0.1%	No
KLK7		1	1	1066	<0.1%	No
MMP11		3	3	1066	0.3%	No
TMPRSS15		15	14	1066	1.3%	No
PRSS8		1	1	1066	<0.1%	Yes
MMP13		4	4	1066	0.4%	No
KLK6		1	1	1066	<0.1%	No
KRT24		5	5	1066	0.5%	No
AGO3		8	8	1066	0.8%	No
MMP1		2	2	1066	0.2%	No
TECTB		1	1	1066	<0.1%	No
DAB2IP		7	7	1066	0.7%	No
MMP2		4	4	1066	0.4%	No
PRSS1		5	5	1066	0.5%	Yes
TRGV2		1	1	1066	<0.1%	No
MMP3		4	4	1066	0.4%	No
TRGV4		1	1	1066	<0.1%	No
PRSS3		2	2	1066	0.2%	No
MMP7		1	1	1066	<0.1%	No
MMP8		4	4	1066	0.4%	No
MASP1		2	2	1066	0.2%	No
MMP9		6	6	1066	0.6%	No
RELN		38	34	1066	3.2%	Yes
MMP10		3	3	1066	0.3%	No
DYNLT2		2	2	1066	0.2%	No
DYNLT3		1	1	1066	<0.1%	No
MN1		5	5	1066	0.5%	Yes
MNAT1		2	2	1066	0.2%	No
PSD		5	5	1066	0.5%	No
MNDA		7	6	1066	0.6%	No
PSEN1		2	2	1066	0.2%	No
PSEN2		6	6	1066	0.6%	No
GZMB		2	1	1066	<0.1%	No
GZMA		4	4	1066	0.4%	No
GUCY2D		4	4	1066	0.4%	No
MBTPS2		5	5	1066	0.5%	No
CDC40		3	3	1066	0.3%	No
HOOK1		13	12	1066	1.1%	No
ZMYND10		4	3	1066	0.3%	No
CHST15		4	4	1066	0.4%	No
UBR5		25	23	1066	2.2%	Yes
DPH6		1	1	1066	<0.1%	No
PLA1A		6	5	1066	0.5%	No
MMP14		6	6	1066	0.6%	No
HTRA1		4	4	1066	0.4%	No
TEX264		2	2	1066	0.2%	No
MMP15		5	5	1066	0.5%	No
KLK10		2	2	1066	0.2%	No
POP5		4	3	1066	0.3%	No
MMP16		7	7	1066	0.7%	No
ADCK2		3	2	1066	0.2%	No
MMP17		2	2	1066	0.2%	No
PRTN3		1	1	1066	<0.1%	No
MMP19		3	3	1066	0.3%	No
DHX57		3	3	1066	0.3%	No
ALDH6A1		2	2	1066	0.2%	No
RSPRY1		1	1	1066	<0.1%	No
PSG2		3	3	1066	0.3%	No
MOG		1	1	1066	<0.1%	No
PSG3		5	5	1066	0.5%	No
ANAPC1		14	12	1066	1.1%	No
PSG4		7	7	1066	0.7%	No
MOS		5	5	1066	0.5%	No
PSG5		1	1	1066	<0.1%	No
CAVIN4		3	3	1066	0.3%	No
MOV10		8	8	1066	0.8%	No
ESAM		2	2	1066	0.2%	No
PSG6		7	7	1066	0.7%	No
H2AC7		2	2	1066	0.2%	No
GORASP1		2	2	1066	0.2%	No
H2AC8		3	3	1066	0.3%	No
H1-6		4	4	1066	0.4%	No
POMP		4	4	1066	0.4%	No
H1-5		4	4	1066	0.4%	Yes
H1-4		2	2	1066	0.2%	Yes
MRPS17		1	1	1066	<0.1%	No
H1-3		2	2	1066	0.2%	Yes
H1-2		6	5	1066	0.5%	Yes
SNX7		6	6	1066	0.6%	No
ATRAID		3	3	1066	0.3%	No
GZMM		2	2	1066	0.2%	No
UCHL5		2	2	1066	0.2%	No
GZMK		3	3	1066	0.3%	No
TDGF1		3	3	1066	0.3%	No
CRLF3		3	3	1066	0.3%	No
MNT		3	3	1066	0.3%	No
TDG		3	3	1066	0.3%	No
ANGPT4		10	10	1066	0.9%	No
MOBP		1	1	1066	<0.1%	No
TDO2		3	3	1066	0.3%	No
MOCS1		2	2	1066	0.2%	No
PSG1		7	7	1066	0.7%	No
PSG11		7	7	1066	0.7%	No
MPG		5	5	1066	0.5%	No
PSKH1		3	3	1066	0.3%	No
MPI		3	3	1066	0.3%	No
PSMA1		2	2	1066	0.2%	No
CTAGE1		7	7	1066	0.7%	No
MPL		4	4	1066	0.4%	Yes
PSMA2		1	1	1066	<0.1%	No
MPO		9	7	1066	0.7%	No
PSMA3		4	4	1066	0.4%	No
MPP1		7	7	1066	0.7%	No
PSMA4		1	1	1066	<0.1%	No
MPP2		1	1	1066	<0.1%	No
PSMA5		2	2	1066	0.2%	No
H1-1		1	1	1066	<0.1%	No
TMPRSS3		2	2	1066	0.2%	No
H3-3B		2	2	1066	0.2%	Yes
H3-3A		3	3	1066	0.3%	Yes
CSAD		3	3	1066	0.3%	No
ATP6V1D		4	4	1066	0.4%	No
WNT16		2	2	1066	0.2%	No
H2BC5		2	2	1066	0.2%	Yes
EIF3L		7	7	1066	0.7%	No
H2AZ1		4	4	1066	0.4%	No
NIP7		2	2	1066	0.2%	No
CD200		1	1	1066	<0.1%	No
PSG7		7	7	1066	0.7%	No
RWDD1		2	2	1066	0.2%	No
PSG9		4	4	1066	0.4%	No
MRC1		9	9	1066	0.8%	No
PSMB3		1	1	1066	<0.1%	No
MRE11		5	5	1066	0.5%	Yes
PSMB4		1	1	1066	<0.1%	No
PSMB5		5	5	1066	0.5%	No
ABCC1		11	10	1066	0.9%	No
PSMB6		2	2	1066	0.2%	No
IGFBPL1		1	1	1066	<0.1%	No
PSMB8		2	2	1066	0.2%	No
PYY		1	1	1066	<0.1%	No
HARS1		3	3	1066	0.3%	No
HAL		6	5	1066	0.5%	No
HADH		3	3	1066	0.3%	No
HADHB		5	5	1066	0.5%	No
HADHA		4	4	1066	0.4%	No
AIG1		2	2	1066	0.2%	No
TRPV2		8	8	1066	0.8%	No
HAGH		1	1	1066	<0.1%	No
HSD17B10		2	2	1066	0.2%	No
COMMD10		3	3	1066	0.3%	No
CERS6		3	3	1066	0.3%	No
HABP2		1	1	1066	<0.1%	No
WDR83OS		2	2	1066	0.2%	No
MPP3		3	3	1066	0.3%	No
PSMA6		1	1	1066	<0.1%	No
MPST		1	1	1066	<0.1%	No
PSMA7		1	1	1066	<0.1%	No
MPV17		2	2	1066	0.2%	No
MPZ		1	1	1066	<0.1%	No
NUP35		2	2	1066	0.2%	No
KIF24		9	8	1066	0.8%	No
HBD		2	2	1066	0.2%	No
HBB		1	1	1066	<0.1%	No
HBA2		2	2	1066	0.2%	No
ZNF568		5	5	1066	0.5%	No
HAS3		1	1	1066	<0.1%	No
HAS2		5	5	1066	0.5%	No
B3GNT8		1	1	1066	<0.1%	No
HAS1		3	3	1066	0.3%	No
KIFC2		4	4	1066	0.4%	No
CREB3L1		2	2	1066	0.2%	Yes
HCK		3	3	1066	0.3%	No
HCFC1		16	16	1066	1.5%	No
SERPIND1		2	2	1066	0.2%	No
HCCS		2	2	1066	0.2%	No
ZNF488		1	1	1066	<0.1%	No
HBG2		1	1	1066	<0.1%	No
ZNF251		8	8	1066	0.8%	No
HDC		3	3	1066	0.3%	No
ZNF773		4	4	1066	0.4%	No
HDAC2		4	4	1066	0.4%	No
HDAC1		10	10	1066	0.9%	Yes
HTT		19	19	1066	1.8%	No
HCRTR2		5	5	1066	0.5%	No
HCRTR1		3	3	1066	0.3%	No
HCLS1		5	4	1066	0.4%	No
NCKAP1L		9	8	1066	0.8%	No
HELLS		6	4	1066	0.4%	No
CFHR1		4	4	1066	0.4%	No
SERPINE3		2	2	1066	0.2%	No
HFE		2	2	1066	0.2%	No
CFH		15	15	1066	1.4%	No
HEXB		3	3	1066	0.3%	No
HEXA		6	6	1066	0.6%	No
HDLBP		16	14	1066	1.3%	No
HGF		5	5	1066	0.5%	Yes
GEN1		2	2	1066	0.2%	No
HGD		4	4	1066	0.4%	No
CFHR2		2	2	1066	0.2%	No
ACAD9		5	5	1066	0.5%	No
MRPL42		1	1	1066	<0.1%	No
C19ORF53		1	1	1066	<0.1%	No
HHEX		2	2	1066	0.2%	No
NRG1		5	5	1066	0.5%	Yes
TMEM14A		1	1	1066	<0.1%	No
HGFAC		3	3	1066	0.3%	No
PSTK		1	1	1066	<0.1%	No
SPCS1		2	2	1066	0.2%	No
MRPS18B		2	2	1066	0.2%	No
FTHL17		2	2	1066	0.2%	No
C11ORF54		1	1	1066	<0.1%	No
AAMDC		1	1	1066	<0.1%	No
CSNK1G1		1	1	1066	<0.1%	No
CNTN5		6	6	1066	0.6%	No
A4GALT		1	1	1066	<0.1%	No
MIR3667HG		1	1	1066	<0.1%	No
UBE2K		1	1	1066	<0.1%	No
HIP1		8	8	1066	0.8%	Yes
HIF1A		8	6	1066	0.6%	Yes
NOB1		4	3	1066	0.3%	No
VPS16		2	2	1066	0.2%	No
DBNL		2	2	1066	0.2%	No
PLA2G2F		2	2	1066	0.2%	No
C4ORF36		2	2	1066	0.2%	No
HK2		6	6	1066	0.6%	No
MCTS1		1	1	1066	<0.1%	No
HK1		5	5	1066	0.5%	No
MAGEH1		2	2	1066	0.2%	No
HIVEP2		18	15	1066	1.4%	No
HIVEP1		25	20	1066	1.9%	No
NTMT1		2	2	1066	0.2%	No
HINT1		1	1	1066	<0.1%	No
BTBD16		3	3	1066	0.3%	No
UBQLNL		5	4	1066	0.4%	No
TMPRSS11E		1	1	1066	<0.1%	No
IFT81		5	4	1066	0.4%	No
LRRC37A3		10	9	1066	0.8%	No
FLVCR1		4	3	1066	0.3%	No
TMEM150A		1	1	1066	<0.1%	No
REM1		5	5	1066	0.5%	No
UROC1		5	5	1066	0.5%	No
CCDC22		5	5	1066	0.5%	No
KRTAP21-2		1	1	1066	<0.1%	No
TMEM176B		2	2	1066	0.2%	No
KRTAP21-1		2	2	1066	0.2%	No
LAMTOR2		1	1	1066	<0.1%	No
KRTAP20-2		1	1	1066	<0.1%	No
KRTAP20-1		1	1	1066	<0.1%	No
KRTAP20-3		1	1	1066	<0.1%	No
TRIB2		4	4	1066	0.4%	No
TIMMDC1		6	5	1066	0.5%	No
CYP39A1		5	5	1066	0.5%	No
UBE3B		9	6	1066	0.6%	No
GCNT4		3	3	1066	0.3%	No
ZDHHC3		4	4	1066	0.4%	No
FKBP11		1	1	1066	<0.1%	No
FAM13B		8	8	1066	0.8%	No
KCNK9		7	7	1066	0.7%	No
REEP2		1	1	1066	<0.1%	No
FAM53C		2	2	1066	0.2%	No
ARMCX1		7	6	1066	0.6%	No
AP1S3		1	1	1066	<0.1%	No
SLC27A6		2	2	1066	0.2%	No
GBGT1		2	2	1066	0.2%	No
SNX24		1	1	1066	<0.1%	No
USP50		1	1	1066	<0.1%	No
KRTAP19-2		1	1	1066	<0.1%	No
GIT1		3	3	1066	0.3%	No
KRTAP6-3		2	2	1066	0.2%	No
BZW2		3	3	1066	0.3%	No
KRTAP6-1		3	3	1066	0.3%	No
SLC6A16		6	4	1066	0.4%	No
KRTAP19-7		1	1	1066	<0.1%	No
KRTAP19-6		2	2	1066	0.2%	No
KRTAP19-4		2	2	1066	0.2%	No
TMPRSS9		7	7	1066	0.7%	No
OSTM1		1	1	1066	<0.1%	No
TLR8		10	10	1066	0.9%	No
DCPS		3	3	1066	0.3%	No
SLC22A17		1	1	1066	<0.1%	No
KRCC1		1	1	1066	<0.1%	No
NME8		3	3	1066	0.3%	No
PHF21A		4	4	1066	0.4%	No
PLAC8		3	3	1066	0.3%	No
GLT6D1		3	3	1066	0.3%	No
MRPL35		1	1	1066	<0.1%	No
CCDC178		8	8	1066	0.8%	No
IGKV1-16		1	1	1066	<0.1%	No
ANKRD30B		16	12	1066	1.1%	No
KRTAP13-2		2	2	1066	0.2%	No
IGKV1-37		1	1	1066	<0.1%	No
ATP9B		4	4	1066	0.4%	No
IGKV1-17		2	1	1066	<0.1%	No
KRTAP23-1		1	1	1066	<0.1%	No
KRTAP13-3		2	2	1066	0.2%	No
MEX3C		4	4	1066	0.4%	No
WAC		10	10	1066	0.9%	No
CPSF2		3	3	1066	0.3%	No
AMZ2		3	3	1066	0.3%	No
SPG21		2	2	1066	0.2%	No
PAPLN		5	5	1066	0.5%	No
AHSP		2	2	1066	0.2%	No
ARL6IP4		1	1	1066	<0.1%	No
EBF2		7	7	1066	0.7%	No
WDR64		11	10	1066	0.9%	No
MFSD14A		5	4	1066	0.4%	No
ARL9		1	1	1066	<0.1%	No
STK33		6	5	1066	0.5%	No
OSR2		4	4	1066	0.4%	No
IGKV1-8		1	1	1066	<0.1%	No
PLEKHA3		2	1	1066	<0.1%	No
SPANXD		1	1	1066	<0.1%	No
PHACTR4		5	5	1066	0.5%	No
AASDH		7	7	1066	0.7%	No
TMEM42		1	1	1066	<0.1%	No
BMERB1		2	2	1066	0.2%	No
IGKV1-12		1	1	1066	<0.1%	No
SPTBN5		7	7	1066	0.7%	No
NGRN		1	1	1066	<0.1%	No
PRR16		2	2	1066	0.2%	No
DACT1		4	4	1066	0.4%	No
MS4A4A		3	3	1066	0.3%	No
YJEFN3		3	3	1066	0.3%	No
CAPRIN2		10	10	1066	0.9%	No
BRD9		3	3	1066	0.3%	No
GRAMD2B		2	2	1066	0.2%	No
TMEM205		1	1	1066	<0.1%	No
